line_id,invoice_id,product_id,quantity,unit_price,discount_pct,discount_amount,extended_amount,line_total,unit_standard_cost,line_cost,gross_margin
80338,600-20240119-000024,11,2,20.5,0.2838,11.64,41.0,29.36,5.38,10.76,18.6
80339,600-20240217-000025,16,1,25.5,0.0,0.0,25.5,25.5,6.83,6.83,18.67
80340,600-20240217-000025,62,6,23.0,0.0,0.0,138.0,138.0,6.38,38.28,99.72
80341,600-20240217-000025,33,1,10.5,0.0,0.0,10.5,10.5,2.68,2.68,7.82
80342,600-20240301-000026,93,1,24.0,0.0,0.0,24.0,24.0,6.36,6.36,17.64
80343,600-20240311-R000026,93,-1,24.0,0.0,-0.0,-24.0,-24.0,6.36,-6.36,-17.64
80344,600-20240302-000027,41,3,37.0,0.0,0.0,111.0,111.0,10.2,30.6,80.4
80345,600-20240302-000027,6,3,19.5,0.0,0.0,58.5,58.5,5.06,15.18,43.32
80346,600-20240320-000028,87,1,26.0,0.0,0.0,26.0,26.0,7.17,7.17,18.83
80347,600-20240320-000028,17,2,10.5,0.0,0.0,21.0,21.0,2.87,5.74,15.26
80348,600-20240320-000028,32,1,10.0,0.0,0.0,10.0,10.0,2.68,2.68,7.32
80349,600-20240329-000029,93,1,24.0,0.1665,4.0,24.0,20.0,6.36,6.36,13.64
80350,600-20240329-000029,41,1,37.5,0.1665,6.24,37.5,31.26,10.2,10.2,21.06
80351,600-20240403-000030,63,1,11.0,0.1665,1.83,11.0,9.17,2.85,2.85,6.32
80352,600-20240403-000030,96,3,36.5,0.1665,18.23,109.5,91.27,9.34,28.02,63.25
80353,600-20240403-000030,59,1,65.5,0.1665,10.91,65.5,54.59,22.78,22.78,31.81
80354,600-20240510-000031,83,2,17.5,0.0,0.0,35.0,35.0,4.66,9.32,25.68
80355,600-20240514-000032,7,1,255.0,0.0,0.0,255.0,255.0,104.91,104.91,150.09
80356,600-20240514-000032,46,1,21.0,0.0,0.0,21.0,21.0,5.86,5.86,15.14
80357,600-20240529-000033,21,2,9.5,0.0,0.0,19.0,19.0,2.56,5.12,13.88
80358,600-20240529-000033,19,2,17.0,0.0,0.0,34.0,34.0,4.54,9.08,24.92
80359,600-20240530-000034,82,3,42.5,0.0,0.0,127.5,127.5,11.05,33.15,94.35
80360,600-20240531-000035,10,1,16.0,0.0,0.0,16.0,16.0,4.22,4.22,11.78
80361,600-20240531-000035,37,4,38.0,0.0,0.0,152.0,152.0,10.06,40.24,111.76
80362,600-20240617-000036,97,1,829.5,0.1927,159.84,829.5,669.66,338.37,338.37,331.29
80363,600-20240617-000036,1,1,79.5,0.1927,15.32,79.5,64.18,22.3,22.3,41.88
80364,600-20240617-000036,34,1,42.5,0.1927,8.19,42.5,34.31,10.89,10.89,23.42
80365,600-20240617-000036,71,2,36.5,0.1927,14.07,73.0,58.93,9.9,19.8,39.13
80366,600-20240707-000037,89,4,81.0,0.0,0.0,324.0,324.0,22.14,88.56,235.44
80367,600-20240807-000038,97,1,833.0,0.0,0.0,833.0,833.0,338.37,338.37,494.63
80368,600-20240807-000038,13,2,25.5,0.0,0.0,51.0,51.0,6.79,13.58,37.42
80369,600-20240822-000039,58,1,26.0,0.0,0.0,26.0,26.0,6.51,6.51,19.49
80370,600-20240911-000040,83,1,17.5,0.0951,1.66,17.5,15.84,4.66,4.66,11.18
80371,600-20240911-000040,55,6,10.5,0.0951,5.99,63.0,57.01,2.68,16.08,40.93
80372,600-20240911-000040,34,1,43.0,0.0951,4.09,43.0,38.91,10.89,10.89,28.02
80373,600-20240911-000040,56,1,33.5,0.0951,3.19,33.5,30.31,13.21,13.21,17.1
80374,600-20240919-000041,75,1,10.0,0.0,0.0,10.0,10.0,2.58,2.58,7.42
80375,600-20240919-000041,94,2,27.5,0.0,0.0,55.0,55.0,7.19,14.38,40.62
80376,600-20240919-000041,72,1,16.0,0.0,0.0,16.0,16.0,4.26,4.26,11.74
80377,600-20240919-000041,13,2,25.5,0.0,0.0,51.0,51.0,6.79,13.58,37.42
80378,600-20241022-000042,77,1,12.5,0.0,0.0,12.5,12.5,3.3,3.3,9.2
80379,600-20241022-000042,23,6,19.0,0.0,0.0,114.0,114.0,5.32,31.92,82.08
80380,600-20241022-000042,15,1,27.5,0.0,0.0,27.5,27.5,7.62,7.62,19.88
80381,600-20241022-000042,94,2,27.5,0.0,0.0,55.0,55.0,7.19,14.38,40.62
80382,600-20241031-000043,66,1,20.0,0.0,0.0,20.0,20.0,5.27,5.27,14.73
80383,600-20241031-000043,73,1,10.5,0.0,0.0,10.5,10.5,2.73,2.73,7.77
80384,600-20241103-000044,7,1,258.5,0.0,0.0,258.5,258.5,104.91,104.91,153.59
80385,600-20241103-000044,96,4,37.0,0.0,0.0,148.0,148.0,9.34,37.36,110.64
80386,600-20241103-000044,1,1,80.5,0.0,0.0,80.5,80.5,22.3,22.3,58.2
80387,600-20241111-000045,3,1,38.5,0.0,0.0,38.5,38.5,9.91,9.91,28.59
80388,600-20241116-000046,97,1,840.0,0.0,0.0,840.0,840.0,338.37,338.37,501.63
80389,600-20241116-000046,57,3,65.0,0.0,0.0,195.0,195.0,17.82,53.46,141.54
80390,600-20241129-000047,84,3,40.5,0.3,36.45,121.5,85.05,10.75,32.25,52.8
80391,600-20241129-000047,78,4,19.0,0.3,22.8,76.0,53.2,5.3,21.2,32.0
80392,600-20241129-000047,10,1,16.0,0.3,4.8,16.0,11.2,4.22,4.22,6.98
80393,600-20241206-000048,77,2,12.5,0.0,0.0,25.0,25.0,3.3,6.6,18.4
80394,600-20241218-000049,54,1,74.5,0.0,0.0,74.5,74.5,19.49,19.49,55.01
80395,600-20241218-000049,36,3,24.5,0.0,0.0,73.5,73.5,6.76,20.28,53.22
80396,600-20241230-000050,7,1,260.0,0.2,52.0,260.0,208.0,104.91,104.91,103.09
80397,600-20241230-000050,81,3,17.5,0.2,10.5,52.5,42.0,4.49,13.47,28.53
80398,600-20250203-000051,46,1,21.5,0.0,0.0,21.5,21.5,5.86,5.86,15.64
80399,600-20250203-000051,53,1,10.5,0.0,0.0,10.5,10.5,2.82,2.82,7.68
80400,600-20250203-000051,92,1,179.5,0.0,0.0,179.5,179.5,66.6,66.6,112.9
80401,600-20250206-000052,34,1,43.5,0.0,0.0,43.5,43.5,10.89,10.89,32.61
80402,600-20250206-000052,25,1,90.5,0.0,0.0,90.5,90.5,23.17,23.17,67.33
80403,600-20250206-000052,42,1,18.0,0.0,0.0,18.0,18.0,4.58,4.58,13.42
80404,600-20250206-000052,73,1,11.0,0.0,0.0,11.0,11.0,2.73,2.73,8.27
80405,600-20250215-000053,52,1,133.0,0.0,0.0,133.0,133.0,50.21,50.21,82.79
80406,600-20250317-000054,76,3,41.0,0.1312,16.14,123.0,106.86,10.59,31.77,75.09
80407,600-20250320-000055,97,1,848.5,0.1312,111.32,848.5,737.18,338.37,338.37,398.81
80408,600-20250320-000055,44,4,23.0,0.1312,12.07,92.0,79.93,6.35,25.4,54.53
80409,600-20250321-000056,55,2,10.5,0.1312,2.76,21.0,18.24,2.68,5.36,12.88
80410,600-20250323-000057,33,1,11.0,0.1312,1.44,11.0,9.56,2.68,2.68,6.88
80411,600-20250323-000057,23,3,19.0,0.1312,7.48,57.0,49.52,5.32,15.96,33.56
80412,600-20250326-000058,97,1,848.5,0.1312,111.32,848.5,737.18,338.37,338.37,398.81
80413,600-20250326-000058,11,2,21.0,0.1312,5.51,42.0,36.49,5.38,10.76,25.73
80414,600-20250326-000058,58,2,26.5,0.1312,6.95,53.0,46.05,6.51,13.02,33.03
80415,600-20250401-000059,45,2,22.0,0.0,0.0,44.0,44.0,5.86,11.72,32.28
80416,600-20250401-000059,14,2,26.5,0.0,0.0,53.0,53.0,7.18,14.36,38.64
80417,600-20250414-R000059,45,-2,22.0,0.0,-0.0,-44.0,-44.0,5.86,-11.72,-32.28
80418,600-20250414-R000059,14,-2,26.5,0.0,-0.0,-53.0,-53.0,7.18,-14.36,-38.64
80419,600-20250406-000060,97,1,849.5,0.0,0.0,849.5,849.5,338.37,338.37,511.13
80420,600-20250406-000060,72,1,16.0,0.0,0.0,16.0,16.0,4.26,4.26,11.74
80421,600-20250406-000060,24,1,12.0,0.0,0.0,12.0,12.0,3.03,3.03,8.97
80422,600-20250423-000061,29,1,76.0,0.0,0.0,76.0,76.0,20.75,20.75,55.25
80423,600-20250423-000061,6,2,20.0,0.0,0.0,40.0,40.0,5.06,10.12,29.88
80424,600-20250511-000062,35,1,70.5,0.0,0.0,70.5,70.5,18.52,18.52,51.98
80425,600-20250511-000062,18,2,20.5,0.0,0.0,41.0,41.0,5.47,10.94,30.06
80426,600-20250608-000063,29,1,76.0,0.0,0.0,76.0,76.0,20.75,20.75,55.25
80427,600-20250627-000064,7,1,263.5,0.0,0.0,263.5,263.5,104.91,104.91,158.59
80428,600-20250627-000064,36,2,24.5,0.0,0.0,49.0,49.0,6.76,13.52,35.48
80429,600-20250820-000065,22,1,31.0,0.0,0.0,31.0,31.0,7.72,7.72,23.28
80430,600-20250820-000065,45,1,22.0,0.0,0.0,22.0,22.0,5.86,5.86,16.14
80431,600-20250825-000066,7,1,265.0,0.0,0.0,265.0,265.0,104.91,104.91,160.09
80432,600-20250825-000066,95,1,77.5,0.0,0.0,77.5,77.5,20.66,20.66,56.84
80433,600-20250906-000067,22,1,31.0,0.0,0.0,31.0,31.0,7.72,7.72,23.28
80434,600-20250906-000067,84,3,41.5,0.0,0.0,124.5,124.5,10.75,32.25,92.25
80435,600-20250906-000067,40,1,358.5,0.0,0.0,358.5,358.5,96.32,96.32,262.18
80436,600-20250911-000068,31,2,21.5,0.0,0.0,43.0,43.0,5.63,11.26,31.74
80437,600-20250918-000069,17,4,10.5,0.0871,3.66,42.0,38.34,2.87,11.48,26.86
80438,600-20251002-000070,45,1,22.0,0.0,0.0,22.0,22.0,5.86,5.86,16.14
80439,600-20251002-000070,77,4,13.0,0.0,0.0,52.0,52.0,3.3,13.2,38.8
80440,600-20251002-000070,40,2,359.0,0.0,0.0,718.0,718.0,96.32,192.64,525.36
80441,600-20251006-000071,40,1,359.5,0.0,0.0,359.5,359.5,96.32,96.32,263.18
80442,600-20251006-000071,68,1,39.0,0.0,0.0,39.0,39.0,10.32,10.32,28.68
80443,600-20251006-000071,75,4,10.5,0.0,0.0,42.0,42.0,2.58,10.32,31.68
80444,600-20251016-000072,58,1,26.5,0.0,0.0,26.5,26.5,6.51,6.51,19.99
80445,600-20251016-000072,46,1,22.0,0.0,0.0,22.0,22.0,5.86,5.86,16.14
80446,600-20251020-000073,94,2,28.0,0.0,0.0,56.0,56.0,7.19,14.38,41.62
80447,600-20251104-000074,39,4,77.5,0.0,0.0,310.0,310.0,19.6,78.4,231.6
80448,600-20251109-000075,49,2,31.0,0.0,0.0,62.0,62.0,7.86,15.72,46.28
80449,600-20251125-000076,80,1,38.5,0.3,11.55,38.5,26.95,9.46,9.46,17.49
80450,600-20251206-000077,15,1,28.5,0.0,0.0,28.5,28.5,7.62,7.62,20.88
80451,600-20251206-000077,96,2,38.5,0.0,0.0,77.0,77.0,9.34,18.68,58.32
80452,600-20251206-000077,53,4,11.0,0.0,0.0,44.0,44.0,2.82,11.28,32.72
80453,600-20251208-000078,6,1,20.5,0.0,0.0,20.5,20.5,5.06,5.06,15.44
80454,600-20251219-000079,23,1,19.5,0.0,0.0,19.5,19.5,5.32,5.32,14.18
80455,600-20251223-000080,7,1,267.5,0.0,0.0,267.5,267.5,104.91,104.91,162.59
80456,600-20251223-000080,13,1,26.5,0.0,0.0,26.5,26.5,6.79,6.79,19.71
80457,600-20251223-000080,96,1,38.5,0.0,0.0,38.5,38.5,9.34,9.34,29.16
80458,600-20251226-000081,97,1,868.0,0.2,173.6,868.0,694.4,338.37,338.37,356.03
80459,600-20251226-000081,44,1,23.5,0.2,4.7,23.5,18.8,6.35,6.35,12.45
80460,600-20251226-000081,26,1,40.0,0.2,8.0,40.0,32.0,10.07,10.07,21.93
80461,601-20220228-000001,78,2,17.5,0.0,0.0,35.0,35.0,5.3,10.6,24.4
80462,601-20220228-000001,79,2,12.0,0.0,0.0,24.0,24.0,3.52,7.04,16.96
80463,601-20220228-000001,89,1,75.5,0.0,0.0,75.5,75.5,22.14,22.14,53.36
80464,601-20220228-000001,4,1,63.5,0.0,0.0,63.5,63.5,24.21,24.21,39.29
80465,601-20220301-000002,85,1,863.5,0.0,0.0,863.5,863.5,376.74,376.74,486.76
80466,601-20220301-000002,11,1,19.5,0.0,0.0,19.5,19.5,5.38,5.38,14.12
80467,601-20220310-000003,87,1,24.5,0.0,0.0,24.5,24.5,7.17,7.17,17.33
80468,601-20220310-000003,22,3,28.0,0.0,0.0,84.0,84.0,7.72,23.16,60.84
80469,601-20220406-R000003,87,-1,24.5,0.0,-0.0,-24.5,-24.5,7.17,-7.17,-17.33
80470,601-20220406-R000003,22,-3,28.0,0.0,-0.0,-84.0,-84.0,7.72,-23.16,-60.84
80471,601-20220325-000004,66,1,18.5,0.1278,2.36,18.5,16.14,5.27,5.27,10.87
80472,601-20220406-R000004,66,-1,18.5,0.1278,-2.36,-18.5,-16.14,5.27,-5.27,-10.87
80473,601-20220508-000005,8,1,38.0,0.0,0.0,38.0,38.0,11.22,11.22,26.78
80474,601-20220508-000005,11,2,19.5,0.0,0.0,39.0,39.0,5.38,10.76,28.24
80475,601-20220518-000006,77,3,12.0,0.0,0.0,36.0,36.0,3.3,9.9,26.1
80476,601-20220521-000007,40,3,325.0,0.0,0.0,975.0,975.0,96.32,288.96,686.04
80477,601-20220522-000008,66,1,18.5,0.0,0.0,18.5,18.5,5.27,5.27,13.23
80478,601-20220605-000009,40,1,325.5,0.0,0.0,325.5,325.5,96.32,96.32,229.18
80479,601-20220702-000010,8,1,38.5,0.0,0.0,38.5,38.5,11.22,11.22,27.28
80480,601-20220702-000010,87,3,24.5,0.0,0.0,73.5,73.5,7.17,21.51,51.99
80481,601-20220908-000011,78,1,17.5,0.0,0.0,17.5,17.5,5.3,5.3,12.2
80482,601-20220908-000011,40,1,328.0,0.0,0.0,328.0,328.0,96.32,96.32,231.68
80483,601-20221029-000012,85,1,880.5,0.0,0.0,880.5,880.5,376.74,376.74,503.76
80484,601-20221029-000012,46,1,20.0,0.0,0.0,20.0,20.0,5.86,5.86,14.14
80485,601-20221116-000013,89,1,77.5,0.0,0.0,77.5,77.5,22.14,22.14,55.36
80486,601-20221116-000013,91,1,83.0,0.0,0.0,83.0,83.0,29.81,29.81,53.19
80487,601-20221119-000014,79,1,12.5,0.0,0.0,12.5,12.5,3.52,3.52,8.98
80488,601-20221119-000014,25,2,84.5,0.0,0.0,169.0,169.0,23.17,46.34,122.66
80489,601-20221119-000014,89,2,77.5,0.0,0.0,155.0,155.0,22.14,44.28,110.72
80490,601-20221125-000015,22,1,28.5,0.3,8.55,28.5,19.95,7.72,7.72,12.23
80491,601-20221221-000016,78,1,18.0,0.0,0.0,18.0,18.0,5.3,5.3,12.7
80492,601-20221223-000017,22,1,28.5,0.0,0.0,28.5,28.5,7.72,7.72,20.78
80493,601-20221223-000017,25,1,85.0,0.0,0.0,85.0,85.0,23.17,23.17,61.83
80494,601-20221223-000017,40,1,331.0,0.0,0.0,331.0,331.0,96.32,96.32,234.68
80495,601-20221223-000017,4,1,65.5,0.0,0.0,65.5,65.5,24.21,24.21,41.29
80496,601-20221224-000018,85,1,884.5,0.0,0.0,884.5,884.5,376.74,376.74,507.76
80497,601-20221224-000018,89,1,77.5,0.0,0.0,77.5,77.5,22.14,22.14,55.36
80498,601-20221225-000019,78,1,18.0,0.0,0.0,18.0,18.0,5.3,5.3,12.7
80499,601-20221225-000019,91,2,83.0,0.0,0.0,166.0,166.0,29.81,59.62,106.38
80500,601-20230104-R000019,78,-1,18.0,0.0,-0.0,-18.0,-18.0,5.3,-5.3,-12.7
80501,601-20221229-000020,64,1,12.0,0.2,2.4,12.0,9.6,3.2,3.2,6.4
80502,601-20230104-000021,87,3,25.0,0.0,0.0,75.0,75.0,7.17,21.51,53.49
80503,601-20230104-000021,30,2,25.0,0.0,0.0,50.0,50.0,6.81,13.62,36.38
80504,601-20230128-000022,87,2,25.0,0.2145,10.72,50.0,39.28,7.17,14.34,24.94
80505,601-20230128-000022,11,1,20.0,0.2145,4.29,20.0,15.71,5.38,5.38,10.33
80506,601-20230128-000022,87,1,25.0,0.2145,5.36,25.0,19.64,7.17,7.17,12.47
80507,601-20230331-000023,22,1,29.0,0.0,0.0,29.0,29.0,7.72,7.72,21.28
80508,601-20230406-000024,66,1,19.0,0.0,0.0,19.0,19.0,5.27,5.27,13.73
80509,601-20230427-000025,25,1,85.5,0.0,0.0,85.5,85.5,23.17,23.17,62.33
80510,601-20230607-000026,46,1,20.5,0.0,0.0,20.5,20.5,5.86,5.86,14.64
80511,601-20230713-000027,4,1,66.5,0.0,0.0,66.5,66.5,24.21,24.21,42.29
80512,601-20230808-R000027,4,-1,66.5,0.0,-0.0,-66.5,-66.5,24.21,-24.21,-42.29
80513,601-20230818-000028,77,1,12.5,0.0,0.0,12.5,12.5,3.3,3.3,9.2
80514,601-20230824-000029,78,2,18.0,0.0,0.0,36.0,36.0,5.3,10.6,25.4
80515,601-20230824-000029,25,2,86.5,0.0,0.0,173.0,173.0,23.17,46.34,126.66
80516,601-20230824-000029,87,1,25.5,0.0,0.0,25.5,25.5,7.17,7.17,18.33
80517,601-20230912-000030,30,4,25.5,0.0,0.0,102.0,102.0,6.81,27.24,74.76
80518,601-20230930-000031,49,1,29.0,0.1122,3.25,29.0,25.75,7.86,7.86,17.89
80519,601-20231003-000032,22,1,29.0,0.0,0.0,29.0,29.0,7.72,7.72,21.28
80520,601-20231003-000032,25,3,87.0,0.0,0.0,261.0,261.0,23.17,69.51,191.49
80521,601-20231009-000033,11,2,20.5,0.0,0.0,41.0,41.0,5.38,10.76,30.24
80522,601-20231229-000034,8,1,40.0,0.2,8.0,40.0,32.0,11.22,11.22,20.78
80523,601-20240104-000035,49,3,29.5,0.0,0.0,88.5,88.5,7.86,23.58,64.92
80524,601-20240113-000036,89,2,80.0,0.2838,45.41,160.0,114.59,22.14,44.28,70.31
80525,601-20240303-000037,49,2,29.5,0.0,0.0,59.0,59.0,7.86,15.72,43.28
80526,601-20240303-000037,11,1,20.5,0.0,0.0,20.5,20.5,5.38,5.38,15.12
80527,601-20240407-000038,89,1,80.5,0.0,0.0,80.5,80.5,22.14,22.14,58.36
80528,601-20240412-000039,85,1,919.5,0.0,0.0,919.5,919.5,376.74,376.74,542.76
80529,601-20240412-000039,1,1,79.0,0.0,0.0,79.0,79.0,22.3,22.3,56.7
80530,601-20240412-000039,30,1,26.0,0.0,0.0,26.0,26.0,6.81,6.81,19.19
80531,601-20240412-000039,22,2,29.5,0.0,0.0,59.0,59.0,7.72,15.44,43.56
80532,601-20240421-000040,87,1,26.0,0.0,0.0,26.0,26.0,7.17,7.17,18.83
80533,601-20240421-000040,22,1,29.5,0.0,0.0,29.5,29.5,7.72,7.72,21.78
80534,601-20240611-000041,89,2,81.0,0.1927,31.22,162.0,130.78,22.14,44.28,86.5
80535,601-20240611-000041,46,1,21.0,0.1927,4.05,21.0,16.95,5.86,5.86,11.09
80536,601-20240626-000042,66,1,19.5,0.0,0.0,19.5,19.5,5.27,5.27,14.23
80537,601-20240728-000043,49,1,30.0,0.0,0.0,30.0,30.0,7.86,7.86,22.14
80538,601-20240728-000043,12,1,90.5,0.0,0.0,90.5,90.5,30.55,30.55,59.95
80539,601-20240731-000044,1,2,80.0,0.0,0.0,160.0,160.0,22.3,44.6,115.4
80540,601-20241110-000045,77,4,12.5,0.0,0.0,50.0,50.0,3.3,13.2,36.8
80541,601-20241210-000046,11,2,21.0,0.0,0.0,42.0,42.0,5.38,10.76,31.24
80542,601-20241210-000046,4,1,69.0,0.0,0.0,69.0,69.0,24.21,24.21,44.79
80543,601-20250419-000047,85,1,947.5,0.0,0.0,947.5,947.5,376.74,376.74,570.76
80544,601-20250419-000047,25,6,91.0,0.0,0.0,546.0,546.0,23.17,139.02,406.98
80545,601-20250419-000047,66,2,20.0,0.0,0.0,40.0,40.0,5.27,10.54,29.46
80546,601-20250419-000047,49,4,30.5,0.0,0.0,122.0,122.0,7.86,31.44,90.56
80547,601-20251212-000048,89,1,84.5,0.0,0.0,84.5,84.5,22.14,22.14,62.36
80548,601-20251212-000048,4,1,71.5,0.0,0.0,71.5,71.5,24.21,24.21,47.29
80549,602-20220525-000001,97,1,780.5,0.0,0.0,780.5,780.5,338.37,338.37,442.13
80550,602-20220525-000001,66,1,18.5,0.0,0.0,18.5,18.5,5.27,5.27,13.23
80551,602-20220528-000002,7,1,240.5,0.0,0.0,240.5,240.5,104.91,104.91,135.59
80552,602-20220528-000002,6,2,18.5,0.0,0.0,37.0,37.0,5.06,10.12,26.88
80553,602-20220913-000003,77,2,12.0,0.0,0.0,24.0,24.0,3.3,6.6,17.4
80554,602-20220913-000003,34,3,40.5,0.0,0.0,121.5,121.5,10.89,32.67,88.83
80555,602-20220913-000003,24,1,11.0,0.0,0.0,11.0,11.0,3.03,3.03,7.97
80556,602-20221005-000004,6,1,18.5,0.0,0.0,18.5,18.5,5.06,5.06,13.44
80557,602-20221005-000004,77,1,12.0,0.0,0.0,12.0,12.0,3.3,3.3,8.7
80558,602-20221206-000005,29,2,70.5,0.0,0.0,141.0,141.0,20.75,41.5,99.5
80559,602-20221206-000005,27,2,38.0,0.0,0.0,76.0,76.0,11.13,22.26,53.74
80560,602-20230208-000006,97,1,797.0,0.0,0.0,797.0,797.0,338.37,338.37,458.63
80561,602-20230208-000006,6,1,18.5,0.0,0.0,18.5,18.5,5.06,5.06,13.44
80562,602-20230208-000006,8,3,39.0,0.0,0.0,117.0,117.0,11.22,33.66,83.34
80563,602-20230530-000007,7,1,248.0,0.0,0.0,248.0,248.0,104.91,104.91,143.09
80564,602-20230530-000007,68,3,36.5,0.0,0.0,109.5,109.5,10.32,30.96,78.54
80565,602-20230530-000007,24,1,11.5,0.0,0.0,11.5,11.5,3.03,3.03,8.47
80566,602-20230530-000007,45,3,20.5,0.0,0.0,61.5,61.5,5.86,17.58,43.92
80567,602-20230702-000008,23,2,18.0,0.0,0.0,36.0,36.0,5.32,10.64,25.36
80568,602-20230815-000009,83,2,17.0,0.0,0.0,34.0,34.0,4.66,9.32,24.68
80569,602-20230815-000009,35,1,67.0,0.0,0.0,67.0,67.0,18.52,18.52,48.48
80570,602-20230829-000010,72,2,15.5,0.0,0.0,31.0,31.0,4.26,8.52,22.48
80571,602-20230906-000011,83,1,17.0,0.0,0.0,17.0,17.0,4.66,4.66,12.34
80572,602-20231020-000012,11,2,20.5,0.0,0.0,41.0,41.0,5.38,10.76,30.24
80573,602-20231020-000012,95,2,73.5,0.0,0.0,147.0,147.0,20.66,41.32,105.68
80574,602-20231020-000012,77,1,12.5,0.0,0.0,12.5,12.5,3.3,3.3,9.2
80575,602-20231024-000013,36,1,23.5,0.0,0.0,23.5,23.5,6.76,6.76,16.74
80576,602-20231024-000013,86,1,17.0,0.0,0.0,17.0,17.0,4.87,4.87,12.13
80577,602-20231105-000014,80,1,36.0,0.0,0.0,36.0,36.0,9.46,9.46,26.54
80578,602-20231105-000014,63,4,11.0,0.0,0.0,44.0,44.0,2.85,11.4,32.6
80579,602-20231105-000014,93,1,24.0,0.0,0.0,24.0,24.0,6.36,6.36,17.64
80580,602-20231126-R000014,80,-1,36.0,0.0,-0.0,-36.0,-36.0,9.46,-9.46,-26.54
80581,602-20231126-R000014,93,-1,24.0,0.0,-0.0,-24.0,-24.0,6.36,-6.36,-17.64
80582,602-20231126-R000014,63,-4,11.0,0.0,-0.0,-44.0,-44.0,2.85,-11.4,-32.6
80583,602-20231127-000015,21,1,9.5,0.3,2.85,9.5,6.65,2.56,2.56,4.09
80584,602-20231127-000015,11,1,20.5,0.3,6.15,20.5,14.35,5.38,5.38,8.97
80585,602-20231201-000016,3,1,37.5,0.0,0.0,37.5,37.5,9.91,9.91,27.59
80586,602-20231203-000017,11,2,20.5,0.0,0.0,41.0,41.0,5.38,10.76,30.24
80587,602-20231223-000018,62,1,23.0,0.0,0.0,23.0,23.0,6.38,6.38,16.62
80588,602-20240114-000019,76,4,40.0,0.2838,45.41,160.0,114.59,10.59,42.36,72.23
80589,602-20240114-000019,50,4,71.5,0.2838,81.17,286.0,204.83,19.99,79.96,124.87
80590,602-20240114-000019,41,2,37.0,0.2838,21.0,74.0,53.0,10.2,20.4,32.6
80591,602-20240201-000020,7,1,253.0,0.0,0.0,253.0,253.0,104.91,104.91,148.09
80592,602-20240201-000020,50,1,71.5,0.0,0.0,71.5,71.5,19.99,19.99,51.51
80593,602-20240201-000020,86,1,17.5,0.0,0.0,17.5,17.5,4.87,4.87,12.63
80594,602-20240201-000020,94,1,26.5,0.0,0.0,26.5,26.5,7.19,7.19,19.31
80595,602-20240211-000021,21,1,9.5,0.0,0.0,9.5,9.5,2.56,2.56,6.94
80596,602-20240215-000022,42,4,17.5,0.0,0.0,70.0,70.0,4.58,18.32,51.68
80597,602-20240313-000023,37,1,38.0,0.0,0.0,38.0,38.0,10.06,10.06,27.94
80598,602-20240329-000024,21,3,9.5,0.1665,4.75,28.5,23.75,2.56,7.68,16.07
80599,602-20240423-000025,59,2,66.0,0.0,0.0,132.0,132.0,22.78,45.56,86.44
80600,602-20240502-000026,41,1,37.5,0.0,0.0,37.5,37.5,10.2,10.2,27.3
80601,602-20240502-000026,11,2,20.5,0.0,0.0,41.0,41.0,5.38,10.76,30.24
80602,602-20240502-000026,87,1,26.0,0.0,0.0,26.0,26.0,7.17,7.17,18.83
80603,602-20240512-000027,62,1,23.0,0.0,0.0,23.0,23.0,6.38,6.38,16.62
80604,602-20240512-000027,54,2,73.0,0.0,0.0,146.0,146.0,19.49,38.98,107.02
80605,602-20240512-000027,16,4,25.5,0.0,0.0,102.0,102.0,6.83,27.32,74.68
80606,602-20240513-000028,54,2,73.0,0.0,0.0,146.0,146.0,19.49,38.98,107.02
80607,602-20240515-000029,25,2,88.5,0.0,0.0,177.0,177.0,23.17,46.34,130.66
80608,602-20240515-000029,55,1,10.5,0.0,0.0,10.5,10.5,2.68,2.68,7.82
80609,602-20240515-000029,83,1,17.5,0.0,0.0,17.5,17.5,4.66,4.66,12.84
80610,602-20240707-000030,53,6,10.5,0.0,0.0,63.0,63.0,2.82,16.92,46.08
80611,602-20240707-000030,88,1,54.5,0.0,0.0,54.5,54.5,18.99,18.99,35.51
80612,602-20240713-000031,97,1,831.5,0.0,0.0,831.5,831.5,338.37,338.37,493.13
80613,602-20240713-000031,63,2,11.0,0.0,0.0,22.0,22.0,2.85,5.7,16.3
80614,602-20240713-000031,92,1,176.5,0.0,0.0,176.5,176.5,66.6,66.6,109.9
80615,602-20240720-000032,24,1,11.5,0.0,0.0,11.5,11.5,3.03,3.03,8.47
80616,602-20240803-000033,81,1,17.0,0.0,0.0,17.0,17.0,4.49,4.49,12.51
80617,602-20240929-000034,71,3,37.0,0.0,0.0,111.0,111.0,9.9,29.7,81.3
80618,602-20240929-000034,64,2,12.5,0.0,0.0,25.0,25.0,3.2,6.4,18.6
80619,602-20240929-000034,44,1,23.0,0.0,0.0,23.0,23.0,6.35,6.35,16.65
80620,602-20240929-000034,1,2,80.5,0.0,0.0,161.0,161.0,22.3,44.6,116.4
80621,602-20241101-000035,56,1,33.5,0.0,0.0,33.5,33.5,13.21,13.21,20.29
80622,602-20241118-000036,22,2,30.0,0.0,0.0,60.0,60.0,7.72,15.44,44.56
80623,602-20241206-000037,41,1,38.0,0.0,0.0,38.0,38.0,10.2,10.2,27.8
80624,602-20241206-000037,47,2,56.0,0.0,0.0,112.0,112.0,18.58,37.16,74.84
