survey_id,customer_id,sent_at,response_at,score,nps_category
S-00001764,363,2024-03-31,2024-04-10,9,Promoter
S-00001765,364,2024-03-31,2024-04-03,8,Passive
S-00001766,388,2024-03-31,2024-04-07,7,Passive
S-00001767,393,2024-03-31,,,
S-00001768,399,2024-03-31,,,
S-00001769,417,2024-03-31,,,
S-00001770,418,2024-03-31,,,
S-00001771,420,2024-03-31,,,
S-00001772,424,2024-03-31,2024-04-07,8,Passive
S-00001773,432,2024-03-31,,,
S-00001774,452,2024-03-31,,,
S-00001775,454,2024-03-31,,,
S-00001776,460,2024-03-31,,,
S-00001777,470,2024-03-31,,,
S-00001778,482,2024-03-31,,,
S-00001779,495,2024-03-31,,,
S-00001780,510,2024-03-31,2024-03-31,10,Promoter
S-00001781,512,2024-03-31,,,
S-00001782,516,2024-03-31,,,
S-00001783,519,2024-03-31,,,
S-00001784,522,2024-03-31,2024-04-03,4,Detractor
S-00001785,526,2024-03-31,2024-04-03,10,Promoter
S-00001786,545,2024-03-31,2024-04-10,6,Detractor
S-00001787,547,2024-03-31,2024-04-10,9,Promoter
S-00001788,560,2024-03-31,,,
S-00001789,564,2024-03-31,,,
S-00001790,570,2024-03-31,,,
S-00001791,580,2024-03-31,,,
S-00001792,588,2024-03-31,2024-04-02,8,Passive
S-00001793,589,2024-03-31,2024-04-08,8,Passive
S-00001794,592,2024-03-31,,,
S-00001795,596,2024-03-31,,,
S-00001796,598,2024-03-31,2024-04-10,9,Promoter
S-00001797,600,2024-03-31,2024-04-06,7,Passive
S-00001798,601,2024-03-31,,,
S-00001799,602,2024-03-31,2024-04-14,10,Promoter
S-00001800,604,2024-03-31,2024-04-04,10,Promoter
S-00001801,606,2024-03-31,2024-04-12,9,Promoter
S-00001802,615,2024-03-31,,,
S-00001803,625,2024-03-31,2024-04-02,7,Passive
S-00001804,628,2024-03-31,,,
S-00001805,629,2024-03-31,2024-04-03,9,Promoter
S-00001806,642,2024-03-31,,,
S-00001807,649,2024-03-31,,,
S-00001808,654,2024-03-31,2024-04-03,8,Passive
S-00001809,655,2024-03-31,,,
S-00001810,656,2024-03-31,2024-04-01,7,Passive
S-00001811,658,2024-03-31,2024-04-03,4,Detractor
S-00001812,675,2024-03-31,,,
S-00001813,678,2024-03-31,2024-04-14,7,Passive
S-00001814,683,2024-03-31,2024-04-13,10,Promoter
S-00001815,687,2024-03-31,,,
S-00001816,688,2024-03-31,2024-04-01,5,Detractor
S-00001817,689,2024-03-31,,,
S-00001818,690,2024-03-31,,,
S-00001819,695,2024-03-31,2024-04-07,9,Promoter
S-00001820,703,2024-03-31,2024-04-08,7,Passive
S-00001821,708,2024-03-31,,,
S-00001822,713,2024-03-31,2024-03-31,10,Promoter
S-00001823,716,2024-03-31,,,
S-00001824,724,2024-03-31,2024-04-12,10,Promoter
S-00001825,730,2024-03-31,2024-04-11,9,Promoter
S-00001826,731,2024-03-31,,,
S-00001827,742,2024-03-31,,,
S-00001828,744,2024-03-31,,,
S-00001829,746,2024-03-31,2024-04-07,5,Detractor
S-00001830,747,2024-03-31,,,
S-00001831,748,2024-03-31,2024-04-07,4,Detractor
S-00001832,749,2024-03-31,2024-04-13,9,Promoter
S-00001833,754,2024-03-31,,,
S-00001834,761,2024-03-31,2024-04-02,7,Passive
S-00001835,763,2024-03-31,2024-04-13,9,Promoter
S-00001836,772,2024-03-31,2024-04-03,6,Detractor
S-00001837,773,2024-03-31,,,
S-00001838,774,2024-03-31,,,
S-00001839,786,2024-03-31,,,
S-00001840,788,2024-03-31,,,
S-00001841,794,2024-03-31,2024-04-07,6,Detractor
S-00001842,797,2024-03-31,,,
S-00001843,806,2024-03-31,2024-04-03,2,Detractor
S-00001844,811,2024-03-31,,,
S-00001845,814,2024-03-31,2024-04-06,8,Passive
S-00001846,822,2024-03-31,2024-04-12,10,Promoter
S-00001847,826,2024-03-31,,,
S-00001848,829,2024-03-31,2024-04-06,7,Passive
S-00001849,830,2024-03-31,,,
S-00001850,832,2024-03-31,2024-04-13,9,Promoter
S-00001851,840,2024-03-31,,,
S-00001852,852,2024-03-31,2024-04-11,9,Promoter
S-00001853,855,2024-03-31,2024-04-12,9,Promoter
S-00001854,861,2024-03-31,,,
S-00001855,866,2024-03-31,2024-04-03,9,Promoter
S-00001856,2,2024-06-30,2024-07-14,8,Passive
S-00001857,7,2024-06-30,,,
S-00001858,20,2024-06-30,2024-07-13,8,Passive
S-00001859,27,2024-06-30,,,
S-00001860,40,2024-06-30,,,
S-00001861,64,2024-06-30,,,
S-00001862,77,2024-06-30,2024-07-08,10,Promoter
S-00001863,98,2024-06-30,,,
S-00001864,106,2024-06-30,2024-07-10,8,Passive
S-00001865,137,2024-06-30,,,
S-00001866,156,2024-06-30,2024-07-07,10,Promoter
S-00001867,157,2024-06-30,,,
S-00001868,162,2024-06-30,2024-07-04,9,Promoter
S-00001869,179,2024-06-30,2024-07-14,9,Promoter
S-00001870,181,2024-06-30,2024-06-30,7,Passive
S-00001871,202,2024-06-30,2024-06-30,9,Promoter
S-00001872,210,2024-06-30,,,
S-00001873,225,2024-06-30,2024-07-06,9,Promoter
S-00001874,238,2024-06-30,,,
S-00001875,241,2024-06-30,2024-07-04,9,Promoter
S-00001876,245,2024-06-30,2024-07-14,8,Passive
S-00001877,273,2024-06-30,,,
S-00001878,291,2024-06-30,,,
S-00001879,308,2024-06-30,2024-07-11,7,Passive
S-00001880,339,2024-06-30,,,
S-00001881,341,2024-06-30,,,
S-00001882,344,2024-06-30,2024-07-08,8,Passive
S-00001883,345,2024-06-30,,,
S-00001884,354,2024-06-30,2024-07-10,5,Detractor
S-00001885,363,2024-06-30,,,
S-00001886,388,2024-06-30,2024-07-03,9,Promoter
S-00001887,407,2024-06-30,2024-06-30,9,Promoter
S-00001888,408,2024-06-30,,,
S-00001889,413,2024-06-30,2024-07-12,6,Detractor
S-00001890,414,2024-06-30,,,
S-00001891,419,2024-06-30,,,
S-00001892,420,2024-06-30,2024-07-06,10,Promoter
S-00001893,424,2024-06-30,2024-07-10,6,Detractor
S-00001894,425,2024-06-30,2024-07-04,8,Passive
S-00001895,429,2024-06-30,,,
S-00001896,432,2024-06-30,2024-07-02,10,Promoter
S-00001897,440,2024-06-30,2024-07-05,10,Promoter
S-00001898,442,2024-06-30,2024-07-08,8,Passive
S-00001899,445,2024-06-30,2024-07-02,8,Passive
S-00001900,446,2024-06-30,2024-07-12,7,Passive
S-00001901,462,2024-06-30,,,
S-00001902,464,2024-06-30,,,
S-00001903,468,2024-06-30,,,
S-00001904,472,2024-06-30,2024-07-14,8,Passive
S-00001905,491,2024-06-30,,,
S-00001906,495,2024-06-30,,,
S-00001907,509,2024-06-30,,,
S-00001908,535,2024-06-30,,,
S-00001909,541,2024-06-30,,,
S-00001910,555,2024-06-30,,,
S-00001911,567,2024-06-30,2024-07-09,10,Promoter
S-00001912,572,2024-06-30,2024-07-07,8,Passive
S-00001913,583,2024-06-30,,,
S-00001914,587,2024-06-30,,,
S-00001915,588,2024-06-30,2024-06-30,9,Promoter
S-00001916,590,2024-06-30,,,
S-00001917,591,2024-06-30,2024-07-01,6,Detractor
S-00001918,592,2024-06-30,,,
S-00001919,593,2024-06-30,,,
S-00001920,595,2024-06-30,2024-07-11,8,Passive
S-00001921,596,2024-06-30,2024-07-06,8,Passive
S-00001922,601,2024-06-30,,,
S-00001923,603,2024-06-30,,,
S-00001924,612,2024-06-30,,,
S-00001925,632,2024-06-30,,,
S-00001926,638,2024-06-30,,,
S-00001927,639,2024-06-30,,,
S-00001928,643,2024-06-30,2024-07-01,10,Promoter
S-00001929,651,2024-06-30,2024-07-08,10,Promoter
S-00001930,657,2024-06-30,2024-07-05,10,Promoter
S-00001931,662,2024-06-30,2024-07-10,10,Promoter
S-00001932,674,2024-06-30,2024-07-10,1,Detractor
S-00001933,685,2024-06-30,,,
S-00001934,690,2024-06-30,,,
S-00001935,694,2024-06-30,2024-07-11,6,Detractor
S-00001936,707,2024-06-30,2024-07-01,0,Detractor
S-00001937,714,2024-06-30,2024-07-08,9,Promoter
S-00001938,722,2024-06-30,2024-07-02,1,Detractor
S-00001939,726,2024-06-30,2024-07-08,6,Detractor
S-00001940,727,2024-06-30,,,
S-00001941,729,2024-06-30,2024-07-05,10,Promoter
S-00001942,734,2024-06-30,2024-07-13,9,Promoter
S-00001943,739,2024-06-30,2024-07-05,5,Detractor
S-00001944,749,2024-06-30,,,
S-00001945,754,2024-06-30,2024-07-12,4,Detractor
S-00001946,755,2024-06-30,,,
S-00001947,756,2024-06-30,2024-07-10,8,Passive
S-00001948,761,2024-06-30,,,
S-00001949,767,2024-06-30,,,
S-00001950,770,2024-06-30,2024-07-11,7,Passive
S-00001951,771,2024-06-30,,,
S-00001952,772,2024-06-30,2024-07-10,9,Promoter
S-00001953,785,2024-06-30,2024-07-01,8,Passive
S-00001954,794,2024-06-30,,,
S-00001955,797,2024-06-30,,,
S-00001956,806,2024-06-30,,,
S-00001957,814,2024-06-30,,,
S-00001958,816,2024-06-30,2024-07-07,9,Promoter
S-00001959,827,2024-06-30,2024-07-06,10,Promoter
S-00001960,828,2024-06-30,,,
S-00001961,833,2024-06-30,,,
S-00001962,834,2024-06-30,,,
S-00001963,835,2024-06-30,2024-07-05,7,Passive
S-00001964,845,2024-06-30,,,
S-00001965,847,2024-06-30,2024-07-01,10,Promoter
S-00001966,848,2024-06-30,2024-07-05,5,Detractor
S-00001967,853,2024-06-30,2024-07-11,7,Passive
S-00001968,854,2024-06-30,,,
S-00001969,855,2024-06-30,,,
S-00001970,856,2024-06-30,2024-07-06,6,Detractor
S-00001971,866,2024-06-30,2024-07-13,10,Promoter
S-00001972,876,2024-06-30,2024-07-13,0,Detractor
S-00001973,879,2024-06-30,2024-06-30,7,Passive
S-00001974,882,2024-06-30,,,
S-00001975,883,2024-06-30,2024-07-10,10,Promoter
S-00001976,884,2024-06-30,2024-07-08,8,Passive
S-00001977,891,2024-06-30,2024-07-03,7,Passive
S-00001978,2,2024-09-30,2024-10-12,9,Promoter
S-00001979,25,2024-09-30,,,
S-00001980,57,2024-09-30,,,
S-00001981,60,2024-09-30,,,
S-00001982,64,2024-09-30,,,
S-00001983,74,2024-09-30,2024-10-13,9,Promoter
S-00001984,79,2024-09-30,2024-10-06,6,Detractor
S-00001985,92,2024-09-30,,,
S-00001986,99,2024-09-30,,,
S-00001987,108,2024-09-30,2024-09-30,0,Detractor
S-00001988,110,2024-09-30,2024-10-06,10,Promoter
S-00001989,115,2024-09-30,2024-10-14,10,Promoter
S-00001990,125,2024-09-30,,,
S-00001991,142,2024-09-30,,,
S-00001992,150,2024-09-30,,,
S-00001993,156,2024-09-30,2024-10-03,10,Promoter
S-00001994,157,2024-09-30,2024-10-05,8,Passive
S-00001995,168,2024-09-30,2024-10-08,8,Passive
S-00001996,180,2024-09-30,2024-10-09,10,Promoter
S-00001997,181,2024-09-30,2024-09-30,10,Promoter
S-00001998,183,2024-09-30,2024-09-30,10,Promoter
S-00001999,188,2024-09-30,2024-10-13,8,Passive
S-00002000,197,2024-09-30,2024-10-05,9,Promoter
S-00002001,202,2024-09-30,,,
S-00002002,211,2024-09-30,2024-10-05,8,Passive
S-00002003,224,2024-09-30,,,
S-00002004,227,2024-09-30,,,
S-00002005,233,2024-09-30,2024-10-04,7,Passive
S-00002006,238,2024-09-30,,,
S-00002007,242,2024-09-30,2024-10-11,7,Passive
S-00002008,261,2024-09-30,,,
S-00002009,278,2024-09-30,2024-10-06,6,Detractor
S-00002010,279,2024-09-30,2024-10-09,7,Passive
S-00002011,290,2024-09-30,2024-10-07,8,Passive
S-00002012,301,2024-09-30,2024-10-04,7,Passive
S-00002013,307,2024-09-30,2024-10-13,7,Passive
S-00002014,326,2024-09-30,,,
S-00002015,327,2024-09-30,,,
S-00002016,333,2024-09-30,,,
S-00002017,339,2024-09-30,,,
S-00002018,343,2024-09-30,2024-10-02,8,Passive
S-00002019,345,2024-09-30,2024-10-11,6,Detractor
S-00002020,346,2024-09-30,2024-10-12,9,Promoter
S-00002021,355,2024-09-30,2024-10-08,5,Detractor
S-00002022,359,2024-09-30,2024-10-14,8,Passive
S-00002023,364,2024-09-30,2024-10-06,8,Passive
S-00002024,366,2024-09-30,,,
S-00002025,386,2024-09-30,,,
S-00002026,388,2024-09-30,2024-10-11,10,Promoter
S-00002027,407,2024-09-30,2024-10-09,8,Passive
S-00002028,424,2024-09-30,2024-09-30,9,Promoter
S-00002029,429,2024-09-30,,,
S-00002030,444,2024-09-30,2024-10-09,7,Passive
S-00002031,472,2024-09-30,2024-09-30,9,Promoter
S-00002032,478,2024-09-30,2024-10-07,7,Passive
S-00002033,491,2024-09-30,,,
S-00002034,503,2024-09-30,,,
S-00002035,504,2024-09-30,2024-10-11,10,Promoter
S-00002036,523,2024-09-30,2024-10-10,9,Promoter
S-00002037,534,2024-09-30,,,
S-00002038,535,2024-09-30,,,
S-00002039,541,2024-09-30,2024-10-06,8,Passive
S-00002040,561,2024-09-30,,,
S-00002041,566,2024-09-30,2024-10-06,10,Promoter
S-00002042,573,2024-09-30,2024-10-09,8,Passive
S-00002043,580,2024-09-30,2024-10-05,6,Detractor
S-00002044,583,2024-09-30,2024-10-03,7,Passive
S-00002045,604,2024-09-30,,,
S-00002046,616,2024-09-30,,,
S-00002047,622,2024-09-30,2024-10-12,6,Detractor
S-00002048,626,2024-09-30,2024-10-03,7,Passive
S-00002049,653,2024-09-30,2024-10-07,5,Detractor
S-00002050,655,2024-09-30,2024-10-10,9,Promoter
S-00002051,656,2024-09-30,2024-10-04,7,Passive
S-00002052,660,2024-09-30,2024-10-10,10,Promoter
S-00002053,671,2024-09-30,,,
S-00002054,674,2024-09-30,2024-10-10,5,Detractor
S-00002055,688,2024-09-30,2024-10-02,7,Passive
S-00002056,699,2024-09-30,,,
S-00002057,702,2024-09-30,2024-10-03,9,Promoter
S-00002058,704,2024-09-30,,,
S-00002059,707,2024-09-30,2024-10-14,7,Passive
S-00002060,708,2024-09-30,,,
S-00002061,720,2024-09-30,2024-09-30,3,Detractor
S-00002062,721,2024-09-30,2024-10-04,9,Promoter
S-00002063,725,2024-09-30,,,
S-00002064,729,2024-09-30,2024-10-12,9,Promoter
S-00002065,731,2024-09-30,,,
S-00002066,734,2024-09-30,,,
S-00002067,736,2024-09-30,2024-10-14,8,Passive
S-00002068,739,2024-09-30,2024-10-07,8,Passive
S-00002069,742,2024-09-30,,,
S-00002070,745,2024-09-30,,,
S-00002071,750,2024-09-30,2024-09-30,9,Promoter
S-00002072,752,2024-09-30,2024-10-09,5,Detractor
S-00002073,755,2024-09-30,,,
S-00002074,764,2024-09-30,,,
S-00002075,765,2024-09-30,,,
S-00002076,769,2024-09-30,2024-10-07,7,Passive
S-00002077,775,2024-09-30,2024-10-11,8,Passive
S-00002078,780,2024-09-30,,,
S-00002079,781,2024-09-30,2024-10-14,8,Passive
S-00002080,788,2024-09-30,2024-10-13,6,Detractor
S-00002081,789,2024-09-30,,,
S-00002082,795,2024-09-30,2024-10-08,10,Promoter
S-00002083,799,2024-09-30,,,
S-00002084,800,2024-09-30,,,
S-00002085,803,2024-09-30,2024-10-10,8,Passive
S-00002086,805,2024-09-30,,,
S-00002087,822,2024-09-30,2024-10-10,6,Detractor
S-00002088,823,2024-09-30,2024-10-10,9,Promoter
S-00002089,827,2024-09-30,2024-10-10,10,Promoter
S-00002090,829,2024-09-30,2024-10-13,6,Detractor
S-00002091,831,2024-09-30,,,
S-00002092,832,2024-09-30,2024-10-11,10,Promoter
S-00002093,836,2024-09-30,,,
S-00002094,846,2024-09-30,2024-10-12,3,Detractor
S-00002095,848,2024-09-30,,,
S-00002096,849,2024-09-30,2024-10-13,10,Promoter
S-00002097,851,2024-09-30,2024-10-03,8,Passive
S-00002098,852,2024-09-30,,,
S-00002099,863,2024-09-30,2024-10-09,8,Passive
S-00002100,864,2024-09-30,2024-10-01,5,Detractor
S-00002101,870,2024-09-30,2024-10-14,6,Detractor
S-00002102,873,2024-09-30,,,
S-00002103,891,2024-09-30,,,
S-00002104,898,2024-09-30,2024-09-30,8,Passive
S-00002105,904,2024-09-30,,,
S-00002106,906,2024-09-30,2024-10-08,7,Passive
S-00002107,907,2024-09-30,,,
S-00002108,2,2024-12-31,,,
S-00002109,6,2024-12-31,,,
S-00002110,20,2024-12-31,2024-12-31,7,Passive
S-00002111,21,2024-12-31,2025-01-06,6,Detractor
S-00002112,23,2024-12-31,,,
S-00002113,32,2024-12-31,,,
S-00002114,34,2024-12-31,2025-01-14,10,Promoter
S-00002115,40,2024-12-31,2025-01-14,5,Detractor
S-00002116,54,2024-12-31,2025-01-02,7,Passive
S-00002117,61,2024-12-31,2025-01-07,8,Passive
S-00002118,68,2024-12-31,2025-01-02,8,Passive
S-00002119,76,2024-12-31,,,
S-00002120,86,2024-12-31,2025-01-07,8,Passive
S-00002121,98,2024-12-31,2025-01-02,9,Promoter
S-00002122,107,2024-12-31,2025-01-11,8,Passive
S-00002123,113,2024-12-31,2025-01-06,7,Passive
S-00002124,119,2024-12-31,,,
S-00002125,149,2024-12-31,,,
S-00002126,153,2024-12-31,2025-01-07,7,Passive
S-00002127,156,2024-12-31,2025-01-08,10,Promoter
S-00002128,160,2024-12-31,2025-01-14,8,Passive
S-00002129,168,2024-12-31,2025-01-10,10,Promoter
S-00002130,180,2024-12-31,2025-01-11,10,Promoter
S-00002131,200,2024-12-31,2025-01-07,7,Passive
S-00002132,211,2024-12-31,2025-01-10,8,Passive
S-00002133,227,2024-12-31,,,
S-00002134,237,2024-12-31,,,
S-00002135,239,2024-12-31,2025-01-06,8,Passive
S-00002136,241,2024-12-31,2025-01-09,10,Promoter
S-00002137,259,2024-12-31,2025-01-02,5,Detractor
S-00002138,266,2024-12-31,,,
S-00002139,267,2024-12-31,2025-01-05,2,Detractor
S-00002140,286,2024-12-31,,,
S-00002141,288,2024-12-31,2025-01-01,8,Passive
S-00002142,296,2024-12-31,,,
S-00002143,331,2024-12-31,2025-01-14,6,Detractor
S-00002144,339,2024-12-31,2025-01-07,9,Promoter
S-00002145,341,2024-12-31,2025-01-04,8,Passive
S-00002146,359,2024-12-31,,,
S-00002147,361,2024-12-31,2025-01-09,8,Passive
S-00002148,383,2024-12-31,2025-01-11,8,Passive
S-00002149,387,2024-12-31,,,
S-00002150,400,2024-12-31,,,
S-00002151,408,2024-12-31,,,
S-00002152,414,2024-12-31,,,
S-00002153,444,2024-12-31,,,
S-00002154,455,2024-12-31,2025-01-09,8,Passive
S-00002155,458,2024-12-31,2025-01-04,8,Passive
S-00002156,460,2024-12-31,,,
S-00002157,470,2024-12-31,2025-01-14,10,Promoter
S-00002158,472,2024-12-31,2025-01-07,10,Promoter
S-00002159,497,2024-12-31,2025-01-05,10,Promoter
S-00002160,499,2024-12-31,,,
S-00002161,513,2024-12-31,,,
S-00002162,517,2024-12-31,,,
S-00002163,524,2024-12-31,,,
S-00002164,532,2024-12-31,,,
S-00002165,535,2024-12-31,,,
S-00002166,539,2024-12-31,,,
S-00002167,540,2024-12-31,,,
S-00002168,550,2024-12-31,2025-01-12,5,Detractor
S-00002169,556,2024-12-31,2025-01-03,6,Detractor
S-00002170,567,2024-12-31,,,
S-00002171,571,2024-12-31,2025-01-02,4,Detractor
S-00002172,581,2024-12-31,,,
S-00002173,593,2024-12-31,2025-01-07,8,Passive
S-00002174,594,2024-12-31,,,
S-00002175,597,2024-12-31,2024-12-31,9,Promoter
S-00002176,613,2024-12-31,2025-01-05,10,Promoter
S-00002177,616,2024-12-31,2025-01-10,0,Detractor
S-00002178,622,2024-12-31,,,
S-00002179,626,2024-12-31,,,
S-00002180,631,2024-12-31,,,
S-00002181,642,2024-12-31,,,
S-00002182,647,2024-12-31,,,
S-00002183,648,2024-12-31,2025-01-11,10,Promoter
S-00002184,649,2024-12-31,2025-01-10,8,Passive
S-00002185,660,2024-12-31,2025-01-10,9,Promoter
S-00002186,661,2024-12-31,,,
S-00002187,662,2024-12-31,,,
S-00002188,675,2024-12-31,2025-01-10,7,Passive
S-00002189,678,2024-12-31,2025-01-05,9,Promoter
S-00002190,679,2024-12-31,2025-01-13,9,Promoter
S-00002191,687,2024-12-31,,,
S-00002192,692,2024-12-31,,,
S-00002193,695,2024-12-31,2025-01-02,7,Passive
S-00002194,698,2024-12-31,2025-01-03,3,Detractor
S-00002195,699,2024-12-31,,,
S-00002196,713,2024-12-31,2025-01-03,10,Promoter
S-00002197,716,2024-12-31,2025-01-11,4,Detractor
S-00002198,721,2024-12-31,,,
S-00002199,722,2024-12-31,2025-01-05,10,Promoter
S-00002200,724,2024-12-31,2024-12-31,8,Passive
S-00002201,727,2024-12-31,,,
S-00002202,732,2024-12-31,2024-12-31,9,Promoter
S-00002203,734,2024-12-31,2025-01-09,9,Promoter
S-00002204,741,2024-12-31,2025-01-01,8,Passive
S-00002205,744,2024-12-31,2025-01-05,5,Detractor
S-00002206,746,2024-12-31,2025-01-07,9,Promoter
S-00002207,754,2024-12-31,,,
S-00002208,764,2024-12-31,2025-01-02,8,Passive
S-00002209,769,2024-12-31,,,
S-00002210,780,2024-12-31,2025-01-14,10,Promoter
S-00002211,794,2024-12-31,,,
S-00002212,795,2024-12-31,2025-01-09,10,Promoter
S-00002213,800,2024-12-31,,,
S-00002214,803,2024-12-31,2025-01-05,6,Detractor
S-00002215,807,2024-12-31,,,
S-00002216,808,2024-12-31,,,
S-00002217,815,2024-12-31,2025-01-03,5,Detractor
S-00002218,817,2024-12-31,,,
S-00002219,834,2024-12-31,2025-01-07,9,Promoter
S-00002220,835,2024-12-31,,,
S-00002221,836,2024-12-31,,,
S-00002222,845,2024-12-31,2025-01-13,8,Passive
S-00002223,854,2024-12-31,2025-01-03,10,Promoter
S-00002224,857,2024-12-31,2025-01-06,4,Detractor
S-00002225,867,2024-12-31,,,
S-00002226,868,2024-12-31,,,
S-00002227,878,2024-12-31,2025-01-12,8,Passive
S-00002228,879,2024-12-31,2025-01-11,10,Promoter
S-00002229,880,2024-12-31,2025-01-09,8,Passive
S-00002230,881,2024-12-31,,,
S-00002231,882,2024-12-31,2025-01-11,10,Promoter
S-00002232,889,2024-12-31,,,
S-00002233,895,2024-12-31,2025-01-04,9,Promoter
S-00002234,896,2024-12-31,2025-01-13,4,Detractor
S-00002235,897,2024-12-31,,,
S-00002236,901,2024-12-31,2025-01-13,6,Detractor
S-00002237,906,2024-12-31,,,
S-00002238,910,2024-12-31,,,
S-00002239,912,2024-12-31,2025-01-02,7,Passive
S-00002240,920,2024-12-31,2025-01-12,7,Passive
S-00002241,924,2024-12-31,2025-01-02,9,Promoter
S-00002242,2,2025-03-31,2025-04-11,8,Passive
S-00002243,10,2025-03-31,2025-04-05,8,Passive
S-00002244,19,2025-03-31,,,
S-00002245,20,2025-03-31,,,
S-00002246,21,2025-03-31,2025-04-02,9,Promoter
S-00002247,23,2025-03-31,2025-04-14,7,Passive
S-00002248,25,2025-03-31,2025-04-13,9,Promoter
S-00002249,32,2025-03-31,2025-04-01,10,Promoter
S-00002250,37,2025-03-31,2025-04-09,8,Passive
S-00002251,52,2025-03-31,,,
S-00002252,68,2025-03-31,2025-04-07,9,Promoter
S-00002253,73,2025-03-31,2025-04-08,9,Promoter
S-00002254,74,2025-03-31,,,
S-00002255,76,2025-03-31,,,
S-00002256,77,2025-03-31,,,
S-00002257,79,2025-03-31,,,
S-00002258,86,2025-03-31,2025-04-02,10,Promoter
S-00002259,92,2025-03-31,2025-04-11,8,Passive
S-00002260,95,2025-03-31,2025-04-12,9,Promoter
S-00002261,99,2025-03-31,2025-04-13,8,Passive
S-00002262,116,2025-03-31,2025-04-08,5,Detractor
S-00002263,117,2025-03-31,,,
S-00002264,125,2025-03-31,2025-04-08,9,Promoter
S-00002265,133,2025-03-31,,,
S-00002266,137,2025-03-31,2025-03-31,6,Detractor
S-00002267,168,2025-03-31,2025-04-14,10,Promoter
S-00002268,181,2025-03-31,,,
S-00002269,186,2025-03-31,,,
S-00002270,191,2025-03-31,2025-03-31,9,Promoter
S-00002271,221,2025-03-31,2025-04-05,8,Passive
S-00002272,233,2025-03-31,2025-04-03,10,Promoter
S-00002273,241,2025-03-31,,,
S-00002274,247,2025-03-31,2025-04-10,8,Passive
S-00002275,249,2025-03-31,2025-04-08,9,Promoter
S-00002276,261,2025-03-31,2025-04-08,7,Passive
S-00002277,266,2025-03-31,,,
S-00002278,299,2025-03-31,2025-04-04,7,Passive
S-00002279,307,2025-03-31,2025-04-06,10,Promoter
S-00002280,312,2025-03-31,2025-04-12,9,Promoter
S-00002281,334,2025-03-31,2025-04-05,9,Promoter
S-00002282,338,2025-03-31,2025-04-10,8,Passive
S-00002283,339,2025-03-31,2025-04-02,9,Promoter
S-00002284,351,2025-03-31,,,
S-00002285,365,2025-03-31,2025-04-11,7,Passive
S-00002286,371,2025-03-31,2025-04-01,9,Promoter
S-00002287,376,2025-03-31,2025-04-06,9,Promoter
S-00002288,381,2025-03-31,2025-04-08,4,Detractor
S-00002289,387,2025-03-31,2025-04-06,4,Detractor
S-00002290,434,2025-03-31,,,
S-00002291,440,2025-03-31,2025-04-13,10,Promoter
S-00002292,445,2025-03-31,2025-04-14,8,Passive
S-00002293,451,2025-03-31,2025-04-03,10,Promoter
S-00002294,455,2025-03-31,,,
S-00002295,461,2025-03-31,,,
S-00002296,472,2025-03-31,,,
S-00002297,499,2025-03-31,2025-04-12,7,Passive
S-00002298,514,2025-03-31,2025-04-13,6,Detractor
S-00002299,516,2025-03-31,,,
S-00002300,522,2025-03-31,,,
S-00002301,533,2025-03-31,,,
S-00002302,535,2025-03-31,2025-04-10,9,Promoter
S-00002303,541,2025-03-31,2025-04-13,9,Promoter
S-00002304,543,2025-03-31,,,
S-00002305,545,2025-03-31,2025-04-13,4,Detractor
S-00002306,548,2025-03-31,,,
S-00002307,557,2025-03-31,,,
S-00002308,572,2025-03-31,2025-04-11,7,Passive
S-00002309,574,2025-03-31,2025-04-12,7,Passive
S-00002310,581,2025-03-31,2025-04-07,9,Promoter
S-00002311,587,2025-03-31,2025-04-06,5,Detractor
S-00002312,590,2025-03-31,,,
S-00002313,606,2025-03-31,2025-04-12,9,Promoter
S-00002314,649,2025-03-31,,,
S-00002315,656,2025-03-31,2025-04-03,10,Promoter
S-00002316,657,2025-03-31,2025-04-12,8,Passive
S-00002317,661,2025-03-31,,,
S-00002318,675,2025-03-31,,,
S-00002319,690,2025-03-31,,,
S-00002320,695,2025-03-31,,,
S-00002321,702,2025-03-31,2025-04-06,8,Passive
S-00002322,703,2025-03-31,,,
S-00002323,711,2025-03-31,2025-04-01,6,Detractor
S-00002324,712,2025-03-31,2025-04-11,4,Detractor
S-00002325,713,2025-03-31,2025-04-01,8,Passive
S-00002326,714,2025-03-31,2025-04-09,9,Promoter
S-00002327,724,2025-03-31,2025-04-08,10,Promoter
S-00002328,725,2025-03-31,2025-04-09,8,Passive
S-00002329,727,2025-03-31,,,
S-00002330,730,2025-03-31,2025-04-12,10,Promoter
S-00002331,732,2025-03-31,,,
S-00002332,742,2025-03-31,2025-04-07,4,Detractor
S-00002333,745,2025-03-31,,,
S-00002334,754,2025-03-31,2025-04-06,8,Passive
S-00002335,757,2025-03-31,2025-04-01,3,Detractor
S-00002336,763,2025-03-31,2025-04-10,10,Promoter
S-00002337,767,2025-03-31,2025-04-07,8,Passive
S-00002338,772,2025-03-31,2025-04-02,10,Promoter
S-00002339,784,2025-03-31,,,
S-00002340,789,2025-03-31,2025-04-05,10,Promoter
S-00002341,797,2025-03-31,2025-04-09,8,Passive
S-00002342,800,2025-03-31,,,
S-00002343,804,2025-03-31,,,
S-00002344,806,2025-03-31,2025-04-11,6,Detractor
S-00002345,810,2025-03-31,,,
